publishedAt,title,description,source,url,fetched_at,clean_title,clean_description,full_text,sentiment,sector
2025-07-02T14:31:00Z,Buy This Growing Dividend As Markets Climb A ‘Wall Of Worry’,"Will the new peace in the Middle East hold? What will happen when the “reciprocal tariff” deadline arrives on July 9? Truth is, no one knows.",Forbes,https://www.forbes.com/sites/brettowens/2025/07/02/buy-this-growing-dividend-as-markets-climb-a-wall-of-worry/,2025-07-04T05:57:51.899364,buy this growing dividend as markets climb a wall of worry,will the new peace in the middle east hold what will happen when the reciprocal tariff deadline arrives on july truth is no one knows,buy this growing dividend as markets climb a wall of worry. will the new peace in the middle east hold what will happen when the reciprocal tariff deadline arrives on july truth is no one knows,negative,Uncategorized
2025-07-02T14:29:04Z,"Microsoft layoffs hit 9,000 in new round, job cuts span teams and locations - here’s who’s affected","Microsoft layoffs 2025 have shocked the tech world as the company cuts around 9,000 jobs, affecting less than 4% of its global workforce. Announced at the start of its fiscal year 2026, this marks another major round of job cuts after previous layoffs in Janu…",The Times of India,https://economictimes.indiatimes.com/news/international/us/microsoft-layoffs-hit-9000-in-new-round-job-cuts-span-teams-and-locations-heres-whos-affected/articleshow/122208529.cms,2025-07-04T05:57:51.899364,microsoft layoffs hit in new round job cuts span teams and locations heres whos affected,microsoft layoffs have shocked the tech world as the company cuts around jobs affecting less than of its global workforce announced at the start of its fiscal year this marks another major round of job cuts after previous layoffs in janu,microsoft layoffs hit in new round job cuts span teams and locations heres whos affected. microsoft layoffs have shocked the tech world as the company cuts around jobs affecting less than of its global workforce announced at the start of its fiscal year this marks another major round of job cuts after previous layoffs in janu,positive,Uncategorized
2025-07-02T13:58:41Z,Nykaa's early investor to exit; VC funding rebounds in 2025,One of Nykaas early investors is offloading a part of his stake through a $150-million block deal. This and more in today's ETtech Top 5.,The Times of India,https://economictimes.indiatimes.com/tech/newsletters/tech-top-5/nykaas-early-investor-to-exit-vc-funding-rebounds-in-2025/articleshow/122207847.cms,2025-07-04T05:57:51.899364,nykaas early investor to exit vc funding rebounds in,one of nykaas early investors is offloading a part of his stake through a million block deal this and more in todays ettech top,nykaas early investor to exit vc funding rebounds in. one of nykaas early investors is offloading a part of his stake through a million block deal this and more in todays ettech top,negative,Uncategorized
2025-07-02T13:56:41Z,SBI marks Reliance Communications as fraud account; company says order ex-parte,"State Bank of India has tagged Reliance Communications' loan account as fraudulent. SBI alleges diversion of funds to connected parties and misuse of invoices. Anil Ambani's role is under scrutiny. Agarwal Law Associates, representing RCom and Ambani, express…",The Times of India,https://economictimes.indiatimes.com/industry/telecom/telecom-news/sbi-marks-reliance-communications-as-fraud-account-company-says-order-ex-parte/articleshow/122208270.cms,2025-07-04T05:57:51.899364,sbi marks reliance communications as fraud account company says order exparte,state bank of india has tagged reliance communications loan account as fraudulent sbi alleges diversion of funds to connected parties and misuse of invoices anil ambanis role is under scrutiny agarwal law associates representing rcom and ambani express,sbi marks reliance communications as fraud account company says order exparte. state bank of india has tagged reliance communications loan account as fraudulent sbi alleges diversion of funds to connected parties and misuse of invoices anil ambanis role is under scrutiny agarwal law associates representing rcom and ambani express,negative,"Finance, Oil & Gas"
2025-07-02T13:56:41Z,SBI marks Reliance Communications as fraud account; company says order ex-parte,"SBI has classified Reliance Communications' loan account as fraud, citing diversion of funds and misuse of invoices. Anil Ambani's legal team expressed shock, claiming procedural lapses and incomplete information. SBI maintains it followed due process, issuin…",The Times of India,https://economictimes.indiatimes.com/industry/telecom/telecom-news/sbi-marks-reliance-communications-as-fraud-account-company-says-order-ex-parte/articleshow/122215586.cms,2025-07-04T05:57:51.899364,sbi marks reliance communications as fraud account company says order exparte,sbi has classified reliance communications loan account as fraud citing diversion of funds and misuse of invoices anil ambanis legal team expressed shock claiming procedural lapses and incomplete information sbi maintains it followed due process issuin,sbi marks reliance communications as fraud account company says order exparte. sbi has classified reliance communications loan account as fraud citing diversion of funds and misuse of invoices anil ambanis legal team expressed shock claiming procedural lapses and incomplete information sbi maintains it followed due process issuin,positive,"Finance, Oil & Gas"
2025-07-02T13:38:00Z,"Aeries Technology, Inc. Reports Results for the Full Fiscal Year 2025","Beats Core Adjusted EBITDA Guidance, North America Revenue Up 15% Year-Over-Year Beats Core Adjusted EBITDA Guidance, North America Revenue Up 15% Year-Over-Year",GlobeNewswire,https://www.globenewswire.com/news-release/2025/07/02/3109243/0/en/Aeries-Technology-Inc-Reports-Results-for-the-Full-Fiscal-Year-2025.html,2025-07-04T05:57:51.899364,aeries technology inc reports results for the full fiscal year,beats core adjusted ebitda guidance north america revenue up yearoveryear beats core adjusted ebitda guidance north america revenue up yearoveryear,aeries technology inc reports results for the full fiscal year. beats core adjusted ebitda guidance north america revenue up yearoveryear beats core adjusted ebitda guidance north america revenue up yearoveryear,neutral,IT
2025-07-02T13:36:32Z,One Apple Bear Just Threw in the Towel With This Upgrade. Is It Time to Buy AAPL Stock?,Jefferies raised AAPL stock to 'Hold' on expectations for a Q3 iPhone sales beat.,Barchart.com,https://www.barchart.com/story/news/33174549/one-apple-bear-just-threw-in-the-towel-with-this-upgrade-is-it-time-to-buy-aapl-stock,2025-07-04T05:57:51.899364,one apple bear just threw in the towel with this upgrade is it time to buy aapl stock,jefferies raised aapl stock to hold on expectations for a q iphone sales beat,one apple bear just threw in the towel with this upgrade is it time to buy aapl stock. jefferies raised aapl stock to hold on expectations for a q iphone sales beat,neutral,Uncategorized
2025-07-02T13:35:26Z,"Nvidia stock price prediction 2025: Can NVDA hit $250 after 39% rally, or will China trade bans and AI chip rivals trigger a pullback?","Nvidia stock price prediction 2025 is grabbing headlines as the AI chip giant (NASDAQ: NVDA) rebounds sharply, gaining over 39% in the past 90 days. Despite early 2025 setbacks from U.S.-China trade restrictions and a $5.5 billion charge tied to H20 chip bans…",The Times of India,https://economictimes.indiatimes.com/news/international/us/nvidia-stock-price-prediction-2025-can-nvda-hit-250-after-39-rally-or-will-china-trade-bans-and-ai-chip-rivals-trigger-a-pullback/articleshow/122207809.cms,2025-07-04T05:57:51.899364,nvidia stock price prediction can nvda hit after rally or will china trade bans and ai chip rivals trigger a pullback,nvidia stock price prediction is grabbing headlines as the ai chip giant nasdaq nvda rebounds sharply gaining over in the past days despite early setbacks from uschina trade restrictions and a billion charge tied to h chip bans,nvidia stock price prediction can nvda hit after rally or will china trade bans and ai chip rivals trigger a pullback. nvidia stock price prediction is grabbing headlines as the ai chip giant nasdaq nvda rebounds sharply gaining over in the past days despite early setbacks from uschina trade restrictions and a billion charge tied to h chip bans,neutral,Uncategorized
2025-07-02T13:30:27Z,"ET Markets Watch: Sensex falls, metals rise, Trump hints at India trade deal","Indian markets took a breather today. Sensex dropped 287 pts, and Nifty slipped below the 25,500 mark.",The Times of India,https://economictimes.indiatimes.com/markets/stocks/etmarkets-podcast/et-markets-watch-sensex-falls-metals-rise-trump-hints-at-india-trade-deal/podcast/122207935.cms,2025-07-04T05:57:51.899364,et markets watch sensex falls metals rise trump hints at india trade deal,indian markets took a breather today sensex dropped pts and nifty slipped below the mark,et markets watch sensex falls metals rise trump hints at india trade deal. indian markets took a breather today sensex dropped pts and nifty slipped below the mark,positive,Metals
2025-07-02T13:30:00Z,"India Quartz Market to Worth Over USD 1,117.61 Million by 2033 | Astute Analytica","India's quartz ecosystem grows briskly, energized by transport, industrial, and construction electrification. Integrated miners and processors increasingly localize supply chains and adopt advanced beneficiation. These moves position India as a resilient, hig…",GlobeNewswire,https://www.globenewswire.com/news-release/2025/07/02/3109234/0/en/India-Quartz-Market-to-Worth-Over-USD-1-117-61-Million-by-2033-Astute-Analytica.html,2025-07-04T05:57:51.899364,india quartz market to worth over usd million by astute analytica,indias quartz ecosystem grows briskly energized by transport industrial and construction electrification integrated miners and processors increasingly localize supply chains and adopt advanced beneficiation these moves position india as a resilient hig,india quartz market to worth over usd million by astute analytica. indias quartz ecosystem grows briskly energized by transport industrial and construction electrification integrated miners and processors increasingly localize supply chains and adopt advanced beneficiation these moves position india as a resilient hig,neutral,Uncategorized
2025-07-02T13:08:43Z,"After Prada 'sandal scandal', Indian brands tap heritage pride to boost sales","Social media has been abuzz in recent days with criticism and sarcastic memes, with politicians, artisans and a trade body demanding due credit to Indian heritage",BusinessLine,https://www.thehindubusinessline.com/companies/after-prada-sandal-scandal-indian-brands-tap-heritage-pride-to-boost-sales/article69764383.ece,2025-07-04T05:57:51.899364,after prada sandal scandal indian brands tap heritage pride to boost sales,social media has been abuzz in recent days with criticism and sarcastic memes with politicians artisans and a trade body demanding due credit to indian heritage,after prada sandal scandal indian brands tap heritage pride to boost sales. social media has been abuzz in recent days with criticism and sarcastic memes with politicians artisans and a trade body demanding due credit to indian heritage,positive,Uncategorized
2025-07-02T13:00:00Z,Aisera Announces Exclusive Partnership with EMET Group to Accelerate Global Expansion in Israel,Aisera and EMET Group redefine enterprise service delivery - bringing autonomous AI agents to one of the world’s most innovative tech markets Aisera and EMET Group redefine enterprise service delivery - bringing autonomous AI agents to one of the world’s most…,GlobeNewswire,https://www.globenewswire.com/news-release/2025/07/02/3109209/0/en/Aisera-Announces-Exclusive-Partnership-with-EMET-Group-to-Accelerate-Global-Expansion-in-Israel.html,2025-07-04T05:57:51.899364,aisera announces exclusive partnership with emet group to accelerate global expansion in israel,aisera and emet group redefine enterprise service delivery bringing autonomous ai agents to one of the worlds most innovative tech markets aisera and emet group redefine enterprise service delivery bringing autonomous ai agents to one of the worlds most,aisera announces exclusive partnership with emet group to accelerate global expansion in israel. aisera and emet group redefine enterprise service delivery bringing autonomous ai agents to one of the worlds most innovative tech markets aisera and emet group redefine enterprise service delivery bringing autonomous ai agents to one of the worlds most,neutral,Uncategorized
2025-07-02T12:39:17Z,HDB Listing: Are unlisted shares the new road to high gains? Check this before investing,"A flurry of initial public offering (IPO) listings is expected this week, with several companies set to debut on the stock exchanges. Among the most anticipated was HDB Financial Services, the non-banking arm of HDFC Bank, which attracted strong investor inte…",The Times of India,https://economictimes.indiatimes.com/wealth/invest/hdb-listing-are-unlisted-shares-the-new-road-to-high-gains-check-this-before-investing/articleshow/122201050.cms,2025-07-04T05:57:51.899364,hdb listing are unlisted shares the new road to high gains check this before investing,a flurry of initial public offering ipo listings is expected this week with several companies set to debut on the stock exchanges among the most anticipated was hdb financial services the nonbanking arm of hdfc bank which attracted strong investor inte,hdb listing are unlisted shares the new road to high gains check this before investing. a flurry of initial public offering ipo listings is expected this week with several companies set to debut on the stock exchanges among the most anticipated was hdb financial services the nonbanking arm of hdfc bank which attracted strong investor inte,neutral,Uncategorized
2025-07-02T12:34:29Z,Sebi opens 6-month special window for investors to re-lodge rejected physical share transfer deeds,"Sebi has opened a six-month window from July 7, 2025, for investors to re-lodge rejected share transfer deeds lodged before April 1, 2019. It also mandated a Common Contract Note with single VWAP to simplify post-trade processes for institutional investors.",The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/sebi-opens-6-month-special-window-for-investors-to-re-lodge-rejected-physical-share-transfer-deeds/articleshow/122206847.cms,2025-07-04T05:57:51.899364,sebi opens month special window for investors to relodge rejected physical share transfer deeds,sebi has opened a sixmonth window from july for investors to relodge rejected share transfer deeds lodged before april it also mandated a common contract note with single vwap to simplify posttrade processes for institutional investors,sebi opens month special window for investors to relodge rejected physical share transfer deeds. sebi has opened a sixmonth window from july for investors to relodge rejected share transfer deeds lodged before april it also mandated a common contract note with single vwap to simplify posttrade processes for institutional investors,negative,Uncategorized
2025-07-02T12:30:00Z,Drone as a Service (DaaS) Market is Booming Expected to Reach $179 Billion By 2030,"PALM BEACH, Fla., July 02, 2025 (GLOBE NEWSWIRE) -- FN Media Group News Commentary - The integration of the Internet of Things (IoT) in agriculture will increasingly involve a sophisticated interplay of robots, drones, remote sensors, and computer imaging. A …",GlobeNewswire,https://www.globenewswire.com/news-release/2025/07/02/3109153/0/en/Drone-as-a-Service-DaaS-Market-is-Booming-Expected-to-Reach-179-Billion-By-2030.html,2025-07-04T05:57:51.899364,drone as a service daas market is booming expected to reach billion by,palm beach fla july globe newswire fn media group news commentary the integration of the internet of things iot in agriculture will increasingly involve a sophisticated interplay of robots drones remote sensors and computer imaging a,drone as a service daas market is booming expected to reach billion by. palm beach fla july globe newswire fn media group news commentary the integration of the internet of things iot in agriculture will increasingly involve a sophisticated interplay of robots drones remote sensors and computer imaging a,negative,Uncategorized
2025-07-02T11:59:53Z,Stock market update: Nifty Auto index advances 0.32%,The Nifty Auto index closed 0.32 per cent  up  at 23899.85.,The Times of India,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-auto-index-advances-0-32/articleshow/122205976.cms,2025-07-04T05:57:51.899364,stock market update nifty auto index advances,the nifty auto index closed per cent up at,stock market update nifty auto index advances. the nifty auto index closed per cent up at,negative,Auto
2025-07-02T11:50:23Z,Coromandel Intl gets CCI nod for buying 53% stake in NACL Ind,CCI approves Coromandel International's acquisition of majority stake in NACL Industries Limited from key entities and public shareholders.,BusinessLine,https://www.thehindubusinessline.com/markets/coromandel-intl-gets-cci-nod-for-buying-53-stake-in-nacl-ind/article69764053.ece,2025-07-04T05:57:51.899364,coromandel intl gets cci nod for buying stake in nacl ind,cci approves coromandel internationals acquisition of majority stake in nacl industries limited from key entities and public shareholders,coromandel intl gets cci nod for buying stake in nacl ind. cci approves coromandel internationals acquisition of majority stake in nacl industries limited from key entities and public shareholders,negative,Uncategorized
2025-07-02T11:38:26Z,Trump Threatens 35% Tariffs on Japan. India Nearing Deal as Trade Deadline Looms,,Biztoc.com,https://biztoc.com/x/9398a636aa920df2,2025-07-04T05:57:51.899364,trump threatens tariffs on japan india nearing deal as trade deadline looms,,,neutral,Uncategorized
2025-07-02T11:33:43Z,Stock market update: Stocks that hit 52-week highs on NSE in today's trade,"Gabriel India,  TN Telecom,  Prime Focus,  Euro India Fresh and  Niraj Ispat Ind., hit their fresh 52-week highs during the day.",The Times of India,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-highs-on-nse-in-todays-trade/articleshow/122205418.cms,2025-07-04T05:57:51.899364,stock market update stocks that hit week highs on nse in todays trade,gabriel india tn telecom prime focus euro india fresh and niraj ispat ind hit their fresh week highs during the day,stock market update stocks that hit week highs on nse in todays trade. gabriel india tn telecom prime focus euro india fresh and niraj ispat ind hit their fresh week highs during the day,negative,Uncategorized
2025-07-02T11:23:14Z,Stock market update: FMCG stocks down as market falls,The 30-share BSE Sensex closed  down  287.6 points at 83409.69,The Times of India,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-down-as-market-falls/articleshow/122205230.cms,2025-07-04T05:57:51.899364,stock market update fmcg stocks down as market falls,the share bse sensex closed down points at,stock market update fmcg stocks down as market falls. the share bse sensex closed down points at,positive,Uncategorized
2025-07-02T11:07:07Z,Stock market update: Sugar stocks up as market falls,The 30-share BSE Sensex closed  down  287.6 points at 83409.69,The Times of India,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-falls/articleshow/122204879.cms,2025-07-04T05:57:51.899364,stock market update sugar stocks up as market falls,the share bse sensex closed down points at,stock market update sugar stocks up as market falls. the share bse sensex closed down points at,negative,Uncategorized
2025-07-02T11:01:10Z,Bombshell report reveals 'massive stockpile' of cash Trump built since election,"Donald Trump's return to the presidency has coincided with a dramatic financial transformation as his family business pivoted from struggling real estate operations to lucrative cryptocurrency and licensing deals worth hundreds of millions of dollars, a deep …",Raw Story,https://www.rawstory.com/trump-wealth-2672554596/,2025-07-04T05:57:51.899364,bombshell report reveals massive stockpile of cash trump built since election,donald trumps return to the presidency has coincided with a dramatic financial transformation as his family business pivoted from struggling real estate operations to lucrative cryptocurrency and licensing deals worth hundreds of millions of dollars a deep,bombshell report reveals massive stockpile of cash trump built since election. donald trumps return to the presidency has coincided with a dramatic financial transformation as his family business pivoted from struggling real estate operations to lucrative cryptocurrency and licensing deals worth hundreds of millions of dollars a deep,neutral,Auto
2025-07-02T10:56:27Z,Stock market update: Mining stocks mixed as market falls,The 30-share BSE Sensex closed  down  287.6 points at 83409.69,The Times of India,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-mixed-as-market-falls/articleshow/122204690.cms,2025-07-04T05:57:51.899364,stock market update mining stocks mixed as market falls,the share bse sensex closed down points at,stock market update mining stocks mixed as market falls. the share bse sensex closed down points at,negative,Metals
2025-07-02T10:52:53Z,"ETFs surge 5.5 times in 5 years, now make up 13% of MF industry AUM","India’s ETF assets jumped 5.5x to ₹8.38 lakh cr in 5 years, driven by passive fund growth and retail participation, with folios up 10x and volumes up 7x.",BusinessLine,https://www.thehindubusinessline.com/markets/etf-growth-india-2025-retail-passive-investing/article69763891.ece,2025-07-04T05:57:51.899364,etfs surge times in years now make up of mf industry aum,indias etf assets jumped x to lakh cr in years driven by passive fund growth and retail participation with folios up x and volumes up x,etfs surge times in years now make up of mf industry aum. indias etf assets jumped x to lakh cr in years driven by passive fund growth and retail participation with folios up x and volumes up x,neutral,Uncategorized
2025-07-02T10:52:05Z,Zerodha's Nithin Kamath on JioBlackRock's stockbroking license: Deep pockets won't help,"Zerodha's Nithin Kamath believes that first-generation founders pose a greater competitive threat than Jio-BlackRock in the broking business. While acknowledging Jio-BlackRock's potential to expand market participation beyond the top 10 crore Indians, Kamath …",The Times of India,https://economictimes.indiatimes.com/markets/stocks/news/zerodhas-nithin-kamath-on-jioblackrocks-stockbroking-license-deep-pockets-wont-help/articleshow/122204472.cms,2025-07-04T05:57:51.899364,zerodhas nithin kamath on jioblackrocks stockbroking license deep pockets wont help,zerodhas nithin kamath believes that firstgeneration founders pose a greater competitive threat than jioblackrock in the broking business while acknowledging jioblackrocks potential to expand market participation beyond the top crore indians kamath,zerodhas nithin kamath on jioblackrocks stockbroking license deep pockets wont help. zerodhas nithin kamath believes that firstgeneration founders pose a greater competitive threat than jioblackrock in the broking business while acknowledging jioblackrocks potential to expand market participation beyond the top crore indians kamath,positive,Uncategorized
2025-07-02T10:40:44Z,Stock market update: Power stocks down as market falls,The 30-share BSE Sensex closed  down  287.6 points at 83409.69,The Times of India,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-power-stocks-down-as-market-falls/articleshow/122204378.cms,2025-07-04T05:57:51.899364,stock market update power stocks down as market falls,the share bse sensex closed down points at,stock market update power stocks down as market falls. the share bse sensex closed down points at,positive,Uncategorized
2025-07-02T10:36:19Z,"Futures inch higher as investors eye trade deals, payrolls data","The Nasdaq and the S&P 500 closed lower in the previous session, pausing after a record run that was driven by optimism over the U.S. striking trade deals...",Yahoo Entertainment,https://finance.yahoo.com/news/futures-inch-higher-investors-eye-103619780.html,2025-07-04T05:57:51.899364,futures inch higher as investors eye trade deals payrolls data,the nasdaq and the sp closed lower in the previous session pausing after a record run that was driven by optimism over the us striking trade deals,futures inch higher as investors eye trade deals payrolls data. the nasdaq and the sp closed lower in the previous session pausing after a record run that was driven by optimism over the us striking trade deals,neutral,Uncategorized
2025-07-02T10:30:00Z,5 countries where sneakers are cheaper than India,"Let’s be real, buying sneakers in India can seriously hurt your wallet. Whether you’re eyeing a classic pair of Nikes or those trendy On Cloud runners, prices here are usually on the higher side. Import duties, taxes, and retail markups all team up to make su…",The Times of India,https://timesofindia.indiatimes.com/life-style/fashion/style-guide/5-countries-where-sneakers-are-cheaper-than-india/photostory/122203523.cms,2025-07-04T05:57:51.899364,countries where sneakers are cheaper than india,lets be real buying sneakers in india can seriously hurt your wallet whether youre eyeing a classic pair of nikes or those trendy on cloud runners prices here are usually on the higher side import duties taxes and retail markups all team up to make su,countries where sneakers are cheaper than india. lets be real buying sneakers in india can seriously hurt your wallet whether youre eyeing a classic pair of nikes or those trendy on cloud runners prices here are usually on the higher side import duties taxes and retail markups all team up to make su,positive,Uncategorized
